subjectID,HIP-rh,AMY-rh,pTHA-rh,aTHA-rh,NAc-rh,GP-rh,PUT-rh,CAU-rh,HIP-lh,AMY-lh,pTHA-lh,aTHA-lh,NAc-lh,GP-lh,PUT-lh,CAU-lh
sub-IXI033,0.59718674,0.68603146,0.36344385,0.36091006,0.7038926,0.1451252,0.55143636,0.5618325,0.6020445,0.7179565,0.42389387,0.42498013,0.78244245,0.05821432,0.5245216,0.63860244
sub-IXI431,0.5216137,0.55491906,0.33159584,0.40312055,0.47434896,0.09789483,0.42136657,0.39001694,0.51937115,0.5864688,0.40324432,0.42965126,0.47752136,0.041189946,0.4111439,0.42772156
sub-IXI544,0.49701422,0.5274978,0.3491951,0.3975214,0.51703554,0.0851957,0.41470864,0.44285837,0.48229373,0.53206146,0.45352545,0.3825299,0.49574494,0.039731067,0.40011936,0.46736562
sub-IXI159,0.49153912,0.53318346,0.34723273,0.33653536,0.50296205,0.11985759,0.42184192,0.37793243,0.5049178,0.54474306,0.37831593,0.36701387,0.51306754,0.076006584,0.4129056,0.42003787
sub-IXI361,0.57605577,0.65827405,0.40959814,0.44213513,0.6912458,0.13534272,0.6366722,0.53836966,0.56774336,0.59546053,0.45021948,0.4370768,0.7133395,0.10394798,0.58110493,0.59973836
sub-IXI424,0.6151997,0.64525753,0.41022372,0.4555114,0.62154007,0.063907765,0.4741422,0.45461106,0.582647,0.58013564,0.43504694,0.5200309,0.63164055,0.008704004,0.41546613,0.4781159
sub-IXI584,0.711649,0.7945834,0.4857125,0.45220962,0.73984236,0.16267425,0.65060306,0.6156752,0.7218502,0.7813297,0.44108936,0.39227858,0.76961976,0.09043782,0.6525724,0.68130624
sub-IXI199,0.5629224,0.6859564,0.43872577,0.40934306,0.55967903,0.10226027,0.4936529,0.47078502,0.5601833,0.6759518,0.4469992,0.3836331,0.599389,0.07019256,0.48305473,0.5356382
sub-IXI287,0.5548703,0.61266875,0.34817725,0.36439446,0.5419911,0.12794985,0.431528,0.40335354,0.566876,0.61682206,0.3534712,0.34127915,0.5222144,0.06938267,0.41907385,0.4489849
sub-IXI055,0.5783848,0.6630483,0.3993959,0.41517106,0.59180224,0.12980343,0.53612006,0.47927263,0.57583153,0.62523645,0.4803512,0.42912915,0.62777114,0.060884666,0.48801723,0.5553502
sub-IXI354,0.5140817,0.6019862,0.34738448,0.33182117,0.58001417,0.14356948,0.47100288,0.4543328,0.5470423,0.6168616,0.434875,0.3984307,0.55472505,0.06288182,0.47080618,0.5025686
sub-IXI497,0.5681832,0.68216795,0.30942118,0.3903403,0.7411385,0.20359428,0.6177883,0.6303228,0.5800553,0.61892784,0.36500162,0.3915643,0.70649475,0.118527494,0.52390283,0.60624546
sub-IXI095,0.5834042,0.6589909,0.38562647,0.36631018,0.64292586,0.15835606,0.572486,0.5021321,0.5615848,0.6587269,0.40405774,0.35476574,0.6520496,0.10101005,0.5569841,0.56040376
sub-IXI173,0.4726321,0.5735702,0.34423566,0.27523103,0.5734283,0.11058222,0.49172145,0.40267044,0.47033083,0.5665149,0.34074697,0.31310073,0.57097757,0.053760126,0.46787688,0.451174
sub-IXI234,0.62099594,0.68086594,0.43377024,0.56088954,0.6175629,0.08906317,0.52806157,0.49558726,0.60757,0.63069123,0.49852344,0.62143624,0.6806163,0.02672459,0.4075558,0.5599046
sub-IXI394,0.603821,0.70760024,0.43965662,0.5318675,0.673032,0.11394731,0.45354125,0.5367866,0.59934074,0.70635486,0.48409766,0.48274183,0.6760581,0.050689366,0.41026497,0.56338656
sub-IXI318,0.69505346,0.78099114,0.42619613,0.36813045,0.70922446,0.16439503,0.4867252,0.55222434,0.66872555,0.67512804,0.42412853,0.37619242,0.70108515,0.10481688,0.47655922,0.6149399
sub-IXI094,0.6260648,0.59305817,0.37955144,0.42905176,0.6309579,0.1343045,0.4588224,0.5487706,0.6532197,0.7010141,0.43045476,0.47525516,0.6131247,0.057169564,0.43717283,0.59276694
sub-IXI496,0.447648,0.51041716,0.34630692,0.39011255,0.48643672,0.16536587,0.38809866,0.39761883,0.45460337,0.5088549,0.37083748,0.41606665,0.5140845,0.1594629,0.40045455,0.42666352
sub-IXI449,0.52350473,0.6294046,0.34382814,0.38120162,0.5795831,0.10369036,0.46222782,0.41412985,0.51836747,0.5978145,0.3771447,0.4117392,0.55717087,0.06983473,0.41352925,0.49074182
sub-IXI054,0.54613996,0.6099523,0.3646016,0.3823127,0.5330678,0.07311953,0.4797405,0.39980498,0.5221405,0.59037757,0.43870676,0.42852068,0.5590307,0.021159142,0.43449837,0.4584005
sub-IXI523,0.55868924,0.61978245,0.4026303,0.43871266,0.5949631,0.14159015,0.4905518,0.5143456,0.542351,0.5941664,0.4374729,0.4689001,0.63108623,0.090195835,0.4633689,0.54817325
sub-IXI319,0.5107673,0.6342924,0.3653087,0.4060164,0.5651901,0.13923666,0.43588167,0.4334936,0.54406404,0.6431697,0.3931975,0.34759694,0.56636655,0.054914605,0.39375946,0.4677412
sub-IXI293,0.6081967,0.6319423,0.42827386,0.5235948,0.6519136,0.07608543,0.48913476,0.5111288,0.6158396,0.58834094,0.50010085,0.58550906,0.711501,0.0075170733,0.35715,0.60891575
sub-IXI476,0.5588871,0.56087834,0.2639333,0.32884455,0.59742355,0.12118059,0.4359441,0.5067014,0.5530698,0.4439007,0.3420066,0.3693394,0.6489008,0.06679103,0.34046277,0.5646732
sub-IXI617,0.5998045,0.691242,0.44686645,0.387105,0.66066575,0.094293386,0.54334074,0.5316169,0.5974229,0.6899909,0.43499163,0.2856059,0.6890153,0.052530564,0.51477265,0.5782639
sub-IXI516,0.5133395,0.5415753,0.31645218,0.38602823,0.49707854,0.1599124,0.43649188,0.43695262,0.49712095,0.5413718,0.3641826,0.41017777,0.4844345,0.0502886,0.40434656,0.44664308
sub-IXI114,0.4930224,0.6054891,0.31173822,0.3558977,0.56611294,0.111163266,0.44292954,0.4436731,0.5127225,0.58526933,0.38443708,0.40842202,0.5766569,0.052865997,0.40045145,0.4976209
sub-IXI608,0.5826791,0.63681096,0.4098086,0.3869785,0.61461025,0.23862553,0.5488754,0.46863526,0.5880077,0.6767872,0.4098164,0.29794285,0.62023586,0.10953681,0.5171569,0.49248168
sub-IXI286,0.593237,0.73235846,0.38171557,0.4013404,0.6526973,0.101218134,0.48169202,0.46418574,0.6118104,0.71216613,0.4646987,0.44379336,0.6433085,0.05277064,0.4693846,0.53300124
sub-IXI198,0.6683448,0.7958054,0.4307731,0.37105697,0.67226344,0.13090646,0.5578289,0.57222074,0.6315938,0.74572366,0.41621658,0.3844095,0.70013237,0.07151623,0.5489804,0.6333151
sub-IXI425,0.48843965,0.52596444,0.39906675,0.4508167,0.5224039,0.09145081,0.4898862,0.3918333,0.4847391,0.51800436,0.41852912,0.50428545,0.5090994,0.025319694,0.37297857,0.41172388
sub-IXI585,0.5800434,0.7117582,0.38389894,0.38310596,0.6790423,0.12849225,0.52495927,0.5279756,0.5828582,0.6155095,0.46823907,0.3942794,0.6458893,0.051476527,0.5195067,0.57972825
sub-IXI360,0.50053847,0.61779755,0.38297758,0.44281986,0.64861417,0.15353188,0.59925735,0.4928829,0.54672056,0.62164986,0.4495311,0.47714454,0.66113305,0.09508954,0.56214345,0.53846854
sub-IXI644,0.6277868,0.6638331,0.34807602,0.31936684,0.5769833,0.11133692,0.5145431,0.40473986,0.6011329,0.6889257,0.3795463,0.33519474,0.6760737,0.06404422,0.52876556,0.46779934
sub-IXI166,0.5460617,0.6275086,0.40685886,0.48969904,0.58939934,0.075277686,0.43586928,0.47048134,0.5396176,0.611064,0.46395618,0.49840754,0.5778526,0.037740152,0.4265111,0.5202605
sub-IXI267,0.49908096,0.64362013,0.31290984,0.24896887,0.6466038,0.12342017,0.5207734,0.46888602,0.4906108,0.61727154,0.36827356,0.3013541,0.654051,0.07346762,0.5198048,0.5190537
sub-IXI482,0.47505063,0.56643116,0.3598243,0.4037471,0.55609506,0.21095678,0.48769808,0.44050154,0.50143373,0.53334355,0.38424104,0.37492943,0.5032406,0.17792843,0.45737466,0.4813066
sub-IXI341,0.49184597,0.6301334,0.34234482,0.371625,0.5449686,0.15633117,0.45908386,0.43424603,0.5908199,0.6273286,0.3725477,0.34141293,0.60556006,0.060478155,0.40556827,0.48626786
sub-IXI307,0.56510305,0.6045622,0.40235525,0.44506097,0.54762375,0.08666257,0.49839094,0.460855,0.6182546,0.57895064,0.42029983,0.48987883,0.61369646,0.013686719,0.40488103,0.52876914
sub-IXI135,0.56810963,0.67323333,0.40990475,0.3649722,0.64584404,0.12752819,0.5415832,0.51019245,0.56665254,0.6540731,0.41639152,0.36519986,0.6747719,0.07326407,0.5272227,0.57758504
sub-IXI537,0.56304157,0.63705474,0.29420468,0.28191283,0.58161,0.14704797,0.5033337,0.43693283,0.5764774,0.6342063,0.33611822,0.27990147,0.5757935,0.075595945,0.4923622,0.4668134
sub-IXI528,0.6049184,0.72891295,0.47384623,0.4461918,0.6669833,0.12581672,0.5325897,0.5820435,0.6553939,0.7288739,0.49335706,0.44961336,0.71626604,0.07422333,0.53290796,0.63955754
sub-IXI312,0.5231948,0.6240117,0.41976348,0.4934469,0.5196555,0.12369511,0.47767788,0.42898682,0.51008695,0.6322426,0.45152417,0.48687065,0.5430228,0.058953963,0.45145798,0.4686258
sub-IXI013,0.5796525,0.61538684,0.38912562,0.32866484,0.637257,0.110447265,0.53194267,0.51483893,0.5669832,0.6267209,0.39295378,0.34361345,0.67192316,0.0513564,0.51593345,0.5430081
sub-IXI411,0.5570545,0.6324628,0.40435648,0.45495892,0.5944726,0.1369364,0.49653262,0.4493863,0.5365025,0.6454003,0.41883814,0.47612077,0.6058157,0.097285464,0.4717411,0.49522364
sub-IXI026,0.5260318,0.5432506,0.33698168,0.31314313,0.55154634,0.08673649,0.50045013,0.50316435,0.4869136,0.5251224,0.35051796,0.36291727,0.577582,0.050225906,0.45511088,0.57520944
sub-IXI327,0.47552058,0.53215474,0.372483,0.3785381,0.55405885,0.11568907,0.48150596,0.434045,0.49617165,0.5511651,0.4547244,0.3912451,0.57663053,0.0596551,0.46727732,0.4576765
sub-IXI039,0.6485226,0.68677855,0.4344709,0.3993421,0.7432048,0.17001958,0.68537235,0.6235327,0.65991455,0.6350108,0.45826408,0.45492887,0.7667649,0.08868736,0.63287693,0.6743241
sub-IXI603,0.52390665,0.5857752,0.35784176,0.4113901,0.5624748,0.07916375,0.48211095,0.45996666,0.52449715,0.57897043,0.42418593,0.41495958,0.5945359,0.037984774,0.48500887,0.47933087
sub-IXI502,0.5644009,0.6118654,0.38007492,0.41183192,0.5042168,0.12199717,0.4158768,0.4148455,0.5552508,0.60435486,0.41107428,0.41598004,0.525017,0.06254297,0.40874436,0.47848818
sub-IXI075,0.4674138,0.52609324,0.32057008,0.3366289,0.5173782,0.09700151,0.45532337,0.4021367,0.4700533,0.52416515,0.365248,0.3487889,0.5208556,0.049924243,0.4391655,0.4482035
sub-IXI468,0.53132117,0.6818303,0.34029067,0.36411494,0.5369083,0.10787911,0.45563108,0.48712406,0.58754826,0.675874,0.37259674,0.39366192,0.581437,0.06354851,0.46012968,0.5381178
sub-IXI193,0.55365044,0.60032505,0.3765022,0.43446267,0.5535008,0.08680098,0.46529108,0.45185405,0.53792393,0.60496396,0.43120778,0.4392191,0.525419,0.03652069,0.44396576,0.5054243
sub-IXI517,0.6747182,0.7088258,0.49946347,0.55103487,0.7344662,0.08625968,0.53758997,0.54168844,0.6747627,0.6639192,0.5399592,0.5770354,0.79797375,0.01083921,0.41008857,0.6292572
sub-IXI551,0.46217915,0.50057,0.36514163,0.35530797,0.502671,0.12430833,0.45053256,0.4598878,0.5015853,0.59104794,0.43117565,0.37810162,0.5352557,0.05331348,0.4144797,0.52079225
sub-IXI503,0.56764966,0.63568604,0.37147325,0.3954551,0.5763214,0.110540286,0.53074,0.48164445,0.58521926,0.6238072,0.468877,0.38489017,0.57647884,0.051844183,0.47104752,0.51550996
sub-IXI200,0.5459145,0.61281943,0.4057436,0.44790202,0.5481652,0.08221418,0.4972079,0.50732917,0.5477721,0.61344683,0.43366638,0.49459845,0.57424253,0.046893932,0.45139742,0.55767155
sub-IXI027,0.61705846,0.7176294,0.43460366,0.42595068,0.6187117,0.119014226,0.5663409,0.472002,0.6312416,0.73543704,0.43937057,0.46975473,0.6115297,0.06503361,0.56078655,0.52519923
sub-IXI550,0.5370257,0.61986804,0.43812454,0.45067802,0.5826491,0.10965286,0.5117127,0.4397289,0.5191899,0.5701419,0.46598428,0.42094555,0.60043705,0.07894095,0.46400914,0.4870927
sub-IXI192,0.4974605,0.6426381,0.3077533,0.31745958,0.5824661,0.10871633,0.50098747,0.44235018,0.5104236,0.60991967,0.35798115,0.31930873,0.6192959,0.058892477,0.46815956,0.47559214
sub-IXI074,0.5461481,0.6372501,0.4013004,0.43499672,0.61694694,0.17129208,0.53019476,0.5316434,0.5281917,0.62210333,0.44026405,0.4343328,0.639995,0.09163509,0.5154464,0.6161069
sub-IXI306,0.5695474,0.5749627,0.3953676,0.4503988,0.6611617,0.06721733,0.48937032,0.5216975,0.5697611,0.5409379,0.46799013,0.50717217,0.70223415,0.009443799,0.41926372,0.57844514
sub-IXI483,0.65447557,0.7154585,0.43830228,0.42424276,0.749447,0.25062105,0.6206487,0.5328973,0.653927,0.6706593,0.558105,0.4576349,0.72090316,0.15505078,0.60632676,0.5920484
sub-IXI081,0.52312374,0.5705421,0.360494,0.45191732,0.48796856,0.0921358,0.43150383,0.41149005,0.51731247,0.5621768,0.4284272,0.46739772,0.4904066,0.046820566,0.3862102,0.450907
sub-IXI279,0.6053431,0.6567832,0.37544224,0.40131265,0.61438835,0.09896768,0.48824012,0.46395797,0.5872093,0.6389778,0.41807464,0.38745794,0.6159206,0.030942788,0.4374398,0.5413168
sub-IXI565,0.5347693,0.6337383,0.4023143,0.4532735,0.7266521,0.102593906,0.5490513,0.56096226,0.5140324,0.6031472,0.53573525,0.48579204,0.69529796,0.074720316,0.518693,0.5694413
sub-IXI410,0.54495156,0.5959581,0.37931758,0.41871557,0.53004724,0.11699812,0.48540512,0.38923013,0.5540548,0.62803066,0.38821414,0.42886326,0.5556099,0.0694897,0.44060755,0.44504216
sub-IXI012,0.6888475,0.7724025,0.4047903,0.3584581,0.63656706,0.12765174,0.5452739,0.45744613,0.6818034,0.7694509,0.4477259,0.32522044,0.63556683,0.039344337,0.50092953,0.50644165
sub-IXI134,0.5938531,0.6910057,0.4367841,0.45763677,0.7038199,0.121148676,0.53211445,0.56117445,0.58162445,0.6769998,0.48720044,0.5176488,0.65523446,0.074607916,0.49179772,0.5721536
sub-IXI368,0.5337271,0.6181104,0.3645376,0.31512335,0.5575363,0.10422887,0.47198722,0.4011099,0.5495248,0.60439134,0.3898971,0.3109221,0.5646418,0.05827152,0.4238852,0.44910994
sub-IXI076,0.5276798,0.6086401,0.3472143,0.37414306,0.55795753,0.09512854,0.49931833,0.44346523,0.5246807,0.62833095,0.3952284,0.39092553,0.588245,0.052355967,0.48659295,0.46190885
sub-IXI251,0.49397662,0.60768706,0.36168778,0.4374891,0.6230878,0.20579953,0.57863504,0.53039646,0.5047723,0.5886289,0.43971524,0.44499156,0.5740854,0.14342189,0.519123,0.540085
sub-IXI552,0.544405,0.58761615,0.3932946,0.34619918,0.5929903,0.092728876,0.4823546,0.4823986,0.5476005,0.57902694,0.45910305,0.41214916,0.5653545,0.050600957,0.4603556,0.5245099
sub-IXI150,0.5277358,0.5199913,0.38415372,0.387478,0.56757885,0.11247226,0.38612607,0.4520417,0.51663923,0.5436014,0.42419085,0.42900538,0.5526703,0.051941205,0.37987384,0.51098347
sub-IXI025,0.56941223,0.6210301,0.41019636,0.442349,0.68799424,0.11704408,0.5550748,0.59105104,0.55610985,0.62922746,0.4433187,0.4609406,0.78193325,0.06852461,0.52182335,0.6868392
sub-IXI600,0.47804162,0.5810372,0.3156458,0.31883925,0.5695982,0.11239627,0.445542,0.42888913,0.5430022,0.6169164,0.38143492,0.3386858,0.5904442,0.07581711,0.43951043,0.5148323
sub-IXI547,0.5789298,0.6430215,0.39113393,0.42143264,0.6428491,0.074895985,0.5224235,0.52226865,0.574816,0.5791253,0.42698142,0.46696046,0.6568268,0.015868764,0.42112973,0.5725515
sub-IXI501,0.5823752,0.6535135,0.40247163,0.4171799,0.6403461,0.1435003,0.45999432,0.46553427,0.55384094,0.62320155,0.40997612,0.39298016,0.6763772,0.09439551,0.44746977,0.53744483
sub-IXI228,0.48908198,0.5483274,0.377568,0.4390386,0.47650406,0.12350681,0.40574342,0.39721859,0.5030521,0.5388522,0.40826747,0.42646682,0.50193906,0.093340114,0.36551154,0.4383727
sub-IXI388,0.644951,0.6688889,0.5083047,0.59006923,0.71154594,0.08333004,0.5110552,0.6257885,0.68162817,0.6511629,0.49198854,0.51952446,0.72953653,0.017848343,0.46483856,0.66336054
sub-IXI311,0.544409,0.6043311,0.4342921,0.5005953,0.556904,0.08429533,0.41468498,0.43796805,0.52992946,0.5996791,0.42215967,0.40388405,0.6142844,0.023288062,0.4262154,0.47660267
sub-IXI412,0.5210944,0.6182872,0.3864537,0.48335192,0.5595244,0.091011554,0.45486915,0.47494474,0.51807684,0.5862353,0.45242104,0.4762202,0.60460883,0.037491467,0.44280234,0.5132176
sub-IXI567,0.5200803,0.5962552,0.39633247,0.44845936,0.59166145,0.15611747,0.47991726,0.4838044,0.537743,0.5988311,0.4402976,0.41777653,0.5779867,0.061855603,0.45957386,0.53031534
sub-IXI481,0.5393292,0.6542941,0.39141724,0.3731976,0.628971,0.1569418,0.5709783,0.46268085,0.5238496,0.6268459,0.43513995,0.3948782,0.5741581,0.05451609,0.5113523,0.5292047
sub-IXI578,0.6083363,0.6793737,0.40658218,0.4182417,0.57961905,0.10954869,0.49467155,0.48308268,0.6148413,0.6572829,0.52157164,0.4987398,0.60883844,0.07471367,0.4630165,0.49780768
sub-IXI342,0.5226794,0.7264957,0.39498445,0.34575036,0.7304076,0.17019881,0.55058706,0.5709113,0.6022862,0.7531303,0.42467096,0.41328472,0.7575642,0.09377773,0.5428477,0.62756044
sub-IXI413,0.52324957,0.56869906,0.3258636,0.34107837,0.5271328,0.09221232,0.4568197,0.37758222,0.5404103,0.5718597,0.3719234,0.36745262,0.48831087,0.023951506,0.4345185,0.41121024
sub-IXI128,0.5282572,0.6391254,0.38951725,0.3467158,0.5573689,0.14506547,0.41748682,0.42917347,0.5397649,0.6368805,0.41502592,0.3774417,0.5507948,0.06634051,0.45145586,0.47110996
sub-IXI229,0.5492079,0.63789123,0.31495133,0.41510576,0.7012817,0.15608954,0.515167,0.6287999,0.5479861,0.61377853,0.34047306,0.376529,0.7242888,0.068622686,0.5192555,0.651433
sub-IXI305,0.50228405,0.49671733,0.3645907,0.48802462,0.51769924,0.1355933,0.39422616,0.42584014,0.5011497,0.48056206,0.39556247,0.503344,0.53789294,0.07043978,0.29871625,0.48251358
sub-IXI579,0.5639651,0.6422201,0.29054403,0.2918951,0.55702555,0.10150007,0.43386096,0.45414555,0.57138616,0.6224117,0.32650718,0.332026,0.6124754,0.061639585,0.40382087,0.53345454
sub-IXI566,0.5489946,0.6421473,0.36471897,0.34734616,0.5834513,0.10182001,0.53120667,0.45311853,0.5369296,0.56962305,0.40203863,0.4059886,0.5855605,0.04588951,0.5049063,0.5143121
sub-IXI383,0.4081874,0.46403596,0.33843973,0.37778112,0.47849452,0.104155414,0.37886816,0.39002067,0.41656333,0.45262143,0.37460405,0.38203272,0.47933358,0.055521328,0.3915552,0.41968456
sub-IXI164,0.6107971,0.67313355,0.43238366,0.46123177,0.49531582,0.091778636,0.41103908,0.35751566,0.59401345,0.6963034,0.46192667,0.4317259,0.5146116,0.04169239,0.38827553,0.40004635
sub-IXI250,0.4525211,0.5343514,0.32561627,0.39860713,0.54693,0.23181492,0.48890567,0.4698267,0.45151263,0.4713857,0.3587452,0.36188656,0.55702126,0.16910836,0.4935512,0.47199458
sub-IXI191,0.5185366,0.6221029,0.35815644,0.25868076,0.48709399,0.12687626,0.50882816,0.3968546,0.50094837,0.6175643,0.33124694,0.31394204,0.5537339,0.067909904,0.46634308,0.4344114
sub-IXI077,0.4634855,0.5241541,0.32352063,0.39606708,0.51920074,0.061837666,0.42450944,0.41544756,0.46723628,0.5363158,0.38877964,0.42893082,0.54003996,0.021783574,0.38730314,0.49012744
sub-IXI369,0.5498553,0.6423946,0.37751386,0.41034305,0.5838436,0.12500209,0.5481546,0.4672968,0.55873585,0.6003861,0.42706132,0.41179454,0.62323654,0.073622495,0.48411044,0.54553163
sub-IXI500,0.60434055,0.7516871,0.38392153,0.4046497,0.63539976,0.12411448,0.5226854,0.5264317,0.6227956,0.6602498,0.451677,0.42202577,0.7136362,0.14112514,0.4945406,0.5906458
sub-IXI102,0.5596128,0.6141964,0.3339857,0.38068882,0.5772055,0.08329608,0.49501273,0.48213282,0.53529656,0.6082245,0.3517374,0.37860477,0.5751085,0.04552756,0.48930594,0.5386769
sub-IXI601,0.6099258,0.6744496,0.3434865,0.30157107,0.49910843,0.09941967,0.36370564,0.46526018,0.59359974,0.68702364,0.37422222,0.32724416,0.5646146,0.05695288,0.35241792,0.54744405
sub-IXI024,0.57687175,0.62782687,0.42192307,0.41911435,0.5847951,0.11660298,0.4740395,0.53618425,0.5779266,0.65626,0.46141163,0.46144533,0.6419451,0.059799206,0.4497983,0.59813803
sub-IXI058,0.63454634,0.7257707,0.34745702,0.3148908,0.7731454,0.13919936,0.65092164,0.58592176,0.63678116,0.69232,0.3410274,0.31488553,0.84727603,0.10091137,0.59922266,0.70071393
sub-IXI386,0.5574125,0.5993334,0.3263644,0.33867243,0.61376697,0.13561234,0.48561487,0.44447818,0.5751837,0.6336103,0.34816864,0.34363702,0.60006016,0.11278907,0.4783332,0.49329895
sub-IXI087,0.5712389,0.6493151,0.41460288,0.43584266,0.5961915,0.093702294,0.45018512,0.5108416,0.5695028,0.6678958,0.43492773,0.4721749,0.67115664,0.042059567,0.42108047,0.6092243
sub-IXI260,0.5891943,0.6567479,0.40034264,0.4811977,0.5326838,0.13493983,0.45543015,0.45855564,0.5804937,0.61500204,0.41329688,0.43574446,0.5729895,0.041751128,0.41526303,0.49916783
sub-IXI399,0.54281414,0.6413202,0.37298134,0.463266,0.59214145,0.18092199,0.4787736,0.41434687,0.5311191,0.66107553,0.43998355,0.47244444,0.5647478,0.115475304,0.42912602,0.4909247
sub-IXI662,0.62187237,0.7079549,0.43402466,0.34763828,0.66502887,0.15530072,0.5577289,0.53396875,0.5833123,0.6992634,0.43312937,0.3044264,0.6642261,0.052955825,0.506969,0.5971835
sub-IXI485,0.49012983,0.5305923,0.38436753,0.4107026,0.50889397,0.11926255,0.42956108,0.40050033,0.47431183,0.5527767,0.38243803,0.39791912,0.5070378,0.050355203,0.40313077,0.45108506
sub-IXI014,0.5764213,0.6146647,0.37938127,0.34894168,0.55613583,0.12717178,0.39978364,0.46571684,0.5658166,0.6325329,0.4093092,0.36663,0.5872037,0.07266208,0.3953654,0.5149706
sub-IXI416,0.48441312,0.5870743,0.40179497,0.44510347,0.5815473,0.108262956,0.48538575,0.47623008,0.48773283,0.5780654,0.4338933,0.45206413,0.62402064,0.037401225,0.50079185,0.5245467
sub-IXI543,0.56987774,0.6146605,0.4084992,0.4853188,0.5451353,0.14033572,0.4618841,0.49127522,0.5563231,0.56010056,0.4654705,0.48041666,0.5924898,0.0998847,0.4344758,0.5410798
sub-IXI118,0.5064348,0.5894966,0.36282375,0.39271566,0.56161684,0.094840206,0.43104702,0.48994175,0.49506563,0.55020154,0.36950082,0.3951012,0.598628,0.05930928,0.4221525,0.5314835
sub-IXI505,0.4601831,0.50019747,0.3940053,0.45016143,0.4430491,0.10390097,0.39181414,0.3224392,0.44885772,0.5210734,0.438208,0.45355862,0.48548192,0.06772416,0.37344378,0.39049524
sub-IXI021,0.6055725,0.7187556,0.4510499,0.48876104,0.6292166,0.13468254,0.46152136,0.53890836,0.6155433,0.7216922,0.445529,0.44554457,0.6623326,0.05597769,0.46163082,0.61510134
sub-IXI510,0.6047934,0.6113549,0.39618725,0.4338506,0.68249017,0.06991057,0.50004506,0.49194822,0.6246216,0.629815,0.45296723,0.4834659,0.7069541,0.007725595,0.39202955,0.5762042
sub-IXI648,0.5581888,0.65196574,0.38063034,0.35155156,0.6198808,0.13438986,0.584902,0.40476453,0.5477506,0.6295976,0.38175926,0.33450806,0.5928028,0.06489053,0.5022399,0.48147517
sub-IXI589,0.5817644,0.6767229,0.42113307,0.38676047,0.5946707,0.12659733,0.49127814,0.4918913,0.5746872,0.65229076,0.41813004,0.41486952,0.66470546,0.05194941,0.46337062,0.5754116
sub-IXI295,0.54962826,0.595014,0.30025178,0.26190394,0.48053655,0.10060098,0.3234868,0.3969174,0.55435705,0.6239197,0.3299292,0.36496818,0.4697849,0.0733876,0.32852775,0.4312158
sub-IXI194,0.51891303,0.6379694,0.44343674,0.51405686,0.5300886,0.080329336,0.44760692,0.4612115,0.5396275,0.6347682,0.5150901,0.5178465,0.54517853,0.030092882,0.41308627,0.5288377
sub-IXI378,0.5486511,0.5726201,0.37721267,0.38872585,0.6282386,0.076843366,0.5561343,0.5552775,0.5551105,0.51229835,0.3824377,0.43116477,0.6564616,0.015966278,0.41598347,0.60088134
sub-IXI020,0.61517173,0.751512,0.42560175,0.42524147,0.68130493,0.09863604,0.500699,0.49597162,0.6262669,0.7208162,0.44642696,0.44584107,0.6280671,0.06673225,0.48464927,0.5541146
sub-IXI218,0.5568515,0.6481296,0.38186592,0.42468986,0.6173913,0.1371661,0.47440058,0.48155883,0.5701422,0.6495048,0.4238238,0.41073212,0.5976012,0.07568711,0.46064848,0.53881836
sub-IXI504,0.5780001,0.6934159,0.45131528,0.49530795,0.59773916,0.12559801,0.5101743,0.47299838,0.5858799,0.66170377,0.47174153,0.4452092,0.63535506,0.042375818,0.47225612,0.5168359
sub-IXI605,0.4888951,0.5333037,0.3054303,0.38586587,0.4809541,0.087949574,0.42001596,0.39689136,0.47198117,0.51404095,0.3701829,0.42345864,0.46847704,0.05057082,0.4098581,0.41014802
sub-IXI542,0.4834339,0.49475777,0.35232943,0.40285763,0.5193035,0.06586168,0.38981506,0.40939665,0.4866393,0.48794594,0.4064111,0.46839324,0.5190829,0.007563395,0.29616317,0.45588472
sub-IXI119,0.49045008,0.5395319,0.37135562,0.36327356,0.48572347,0.09091541,0.41741776,0.39358258,0.48484868,0.530522,0.41374022,0.41569713,0.53747064,0.035535254,0.39227608,0.47231078
sub-IXI207,0.5349815,0.62682205,0.38090467,0.40042862,0.6014173,0.12029851,0.47363454,0.5094188,0.54171467,0.6194027,0.42135352,0.46319464,0.59859,0.059251487,0.43128544,0.55486375
sub-IXI035,0.6106724,0.6566905,0.4182281,0.4056321,0.65846276,0.113836706,0.54253864,0.46821347,0.62515265,0.6108045,0.42597297,0.44031447,0.71012783,0.051256955,0.4544961,0.548937
sub-IXI073,0.5644796,0.6192294,0.3736991,0.37123382,0.5049609,0.11990045,0.47508648,0.40870455,0.5493774,0.61223346,0.39814442,0.41761407,0.5170237,0.059761554,0.4592235,0.4589686
sub-IXI398,0.5176683,0.581023,0.3387838,0.3022746,0.5512488,0.16262431,0.44067654,0.48195633,0.5139473,0.59960425,0.35618612,0.3491654,0.587066,0.101103485,0.412267,0.5415551
sub-IXI238,0.5919139,0.5970828,0.4168165,0.48417634,0.6075183,0.06492806,0.5170988,0.47649014,0.5762607,0.5521757,0.43031672,0.50244355,0.61681926,0.01630892,0.39474198,0.54943097
sub-IXI484,0.5242881,0.6455397,0.40093464,0.44320315,0.66995734,0.1360229,0.58716404,0.515858,0.53629833,0.64984745,0.48832223,0.47942388,0.66116524,0.092967294,0.55043393,0.5410459
